modlist_label,mo2_instance,profile,mod_name,mod_priority,plugin_file,plugin_path,form_id,editor_id,full_name,full_name_source,armor_category,bod_template_type,keyword_category,armor_rating,value,weight,biped_slots,biped_slot_numbers,keyword_edids,keyword_form_ids,material_keywords,armor_slot_keywords,vendor_keywords,enchantment_form_id,template_form_id,male_world_model,female_world_model
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000E2E,DX_MAC_MertaAssassinBootsHDTB,Merta Assassin Elegant Boots,plugin,Light,Light,Light,0.0,150,3.0,Feet,37,ArmorLight; ArmorMaterialDaedric; ArmorBoots; VendorItemArmor,0x0006BBD3; 0x0006BBD4; 0x0006C0ED; 0x0008F959,ArmorMaterialDaedric,ArmorBoots,VendorItemArmor,,,DX\MiniArmorsCollection\Common\DX_MAC_MertaAssassin_gnd.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000EF2,DX_Necromancer_Purple_Boots,Necromancer Purple Boots,plugin,Clothing,Clothing,Clothing,0.0,62,6.0,Feet,37,ArmorMaterialDaedric; ArmorClothing; ArmorBoots; VendorItemArmor,0x0006BBD4; 0x0006BBE8; 0x0006C0ED; 0x0008F959,ArmorMaterialDaedric,ArmorBoots,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_Purple.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000EF3,DX_Necromancer_Purple_Claws,Necromancer Purple Claws,plugin,Clothing,Clothing,Clothing,0.0,40,4.0,Hands,33,ArmorMaterialDaedric; ArmorClothing; ArmorGauntlets; VendorItemArmor,0x0006BBD4; 0x0006BBE8; 0x0006C0EF; 0x0008F959,ArmorMaterialDaedric,ArmorGauntlets,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_Purple.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000EF4,DX_Necromancer_Purple_Robes,Necromancer Purple Robes,plugin,Clothing,Clothing,Clothing,0.0,348,10.0,Body,32,ArmorMaterialDaedric; ArmorClothing; ArmorCuirass; VendorItemArmor; MagicDisallowEnchanting,0x0006BBD4; 0x0006BBE8; 0x0006C0EC; 0x0008F959; 0x000C27BD,ArmorMaterialDaedric,ArmorCuirass,VendorItemArmor,0x05000EF0,,DX\Necromancer\DX_Necromancer_Skull_Purple.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000EF5,DX_Necromancer_Purple_Amulet,Necromancer Purple Amulet,plugin,Clothing,Clothing,Clothing,0.0,143,2.0,Amulet,35,ArmorMaterialDaedric; ArmorClothing; VendorItemArmor; ClothingNecklace,0x0006BBD4; 0x0006BBE8; 0x0008F959; 0x0010CD0A,ArmorMaterialDaedric,ClothingNecklace,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_Purple.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000EF6,DX_Necromancer_Purple_Mask,Necromancer Purple Blindfold,plugin,Clothing,Clothing,Clothing,0.0,3,2.0,Circlet,42,ArmorMaterialDaedric; ArmorClothing; ArmorHelmet; VendorItemArmor,0x0006BBD4; 0x0006BBE8; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_Purple.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000EF7,DX_Necromancer_Purple_Panty,Necromancer Purple Panty,plugin,Clothing,Clothing,Clothing,0.0,13,1.0,Custom Slot (48),48,ArmorMaterialDaedric; ArmorClothing; VendorItemArmor; MagicDisallowEnchanting,0x0006BBD4; 0x0006BBE8; 0x0008F959; 0x000C27BD,ArmorMaterialDaedric,,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_Purple.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000EF8,DX_Necromancer_Purple_Staff,Necromancer Purple Staff,plugin,Clothing,Clothing,Clothing,0.0,316,8.0,Custom Slot (46),46,ArmorMaterialDaedric; ArmorClothing; VendorItemArmor; MagicDisallowEnchanting,0x0006BBD4; 0x0006BBE8; 0x0008F959; 0x000C27BD,ArmorMaterialDaedric,,VendorItemArmor,0x05000EF1,,DX\Necromancer\DX_Necromancer_Skull_Purple.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000EF9,DX_Necromancer_Purple_Robes_Trans,Necromancer Purple Robes Transparent,plugin,Clothing,Clothing,Clothing,0.0,348,10.0,Body,32,ArmorMaterialDaedric; ArmorClothing; ArmorCuirass; VendorItemArmor; MagicDisallowEnchanting,0x0006BBD4; 0x0006BBE8; 0x0006C0EC; 0x0008F959; 0x000C27BD,ArmorMaterialDaedric,ArmorCuirass,VendorItemArmor,0x05000EF0,,DX\Necromancer\DX_Necromancer_Skull_Purple.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000EFA,DX_Necromancer_Black_Amulet,Necromancer Black Amulet,plugin,Clothing,Clothing,Clothing,0.0,223,2.0,Amulet,35,ArmorMaterialDaedric; ArmorClothing; VendorItemArmor; ClothingNecklace,0x0006BBD4; 0x0006BBE8; 0x0008F959; 0x0010CD0A,ArmorMaterialDaedric,ClothingNecklace,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_Black.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000EFB,DX_Necromancer_Black_Boots,Necromancer Black Boots,plugin,Clothing,Clothing,Clothing,0.0,62,6.0,Feet,37,ArmorMaterialDaedric; ArmorClothing; ArmorBoots; VendorItemArmor,0x0006BBD4; 0x0006BBE8; 0x0006C0ED; 0x0008F959,ArmorMaterialDaedric,ArmorBoots,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_Black.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000EFC,DX_Necromancer_Black_Claws,Necromancer Black Claws,plugin,Clothing,Clothing,Clothing,0.0,40,4.0,Hands,33,ArmorMaterialDaedric; ArmorClothing; ArmorGauntlets; VendorItemArmor,0x0006BBD4; 0x0006BBE8; 0x0006C0EF; 0x0008F959,ArmorMaterialDaedric,ArmorGauntlets,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_Black.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000EFD,DX_Necromancer_Black_Mask,Necromancer Black Blindfold,plugin,Clothing,Clothing,Clothing,0.0,3,2.0,Circlet,42,ArmorMaterialDaedric; ArmorClothing; ArmorHelmet; VendorItemArmor,0x0006BBD4; 0x0006BBE8; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_Black.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000EFE,DX_Necromancer_Black_Panty,Necromancer Black Panty,plugin,Clothing,Clothing,Clothing,0.0,13,1.0,Custom Slot (48),48,ArmorMaterialDaedric; ArmorClothing; VendorItemArmor; MagicDisallowEnchanting,0x0006BBD4; 0x0006BBE8; 0x0008F959; 0x000C27BD,ArmorMaterialDaedric,,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_Black.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000EFF,DX_Necromancer_Black_Robes,Necromancer Black Robes,plugin,Clothing,Clothing,Clothing,0.0,348,10.0,Body,32,ArmorMaterialDaedric; ArmorClothing; ArmorCuirass; VendorItemArmor; MagicDisallowEnchanting,0x0006BBD4; 0x0006BBE8; 0x0006C0EC; 0x0008F959; 0x000C27BD,ArmorMaterialDaedric,ArmorCuirass,VendorItemArmor,0x05000EF0,,DX\Necromancer\DX_Necromancer_Skull_Black.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F00,DX_Necromancer_Black_Robes_Trans,Necromancer Black Robes Transparent,plugin,Clothing,Clothing,Clothing,0.0,348,10.0,Body,32,ArmorMaterialDaedric; ArmorClothing; ArmorCuirass; VendorItemArmor; MagicDisallowEnchanting,0x0006BBD4; 0x0006BBE8; 0x0006C0EC; 0x0008F959; 0x000C27BD,ArmorMaterialDaedric,ArmorCuirass,VendorItemArmor,0x05000EF0,,DX\Necromancer\DX_Necromancer_Skull_Black.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F01,DX_Necromancer_Black_Staff,Necromancer Black Staff,plugin,Clothing,Clothing,Clothing,0.0,316,8.0,Custom Slot (46),46,ArmorMaterialDaedric; ArmorClothing; VendorItemArmor; MagicDisallowEnchanting,0x0006BBD4; 0x0006BBE8; 0x0008F959; 0x000C27BD,ArmorMaterialDaedric,,VendorItemArmor,0x05000EF1,,DX\Necromancer\DX_Necromancer_Skull_Black.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F02,DX_Necromancer_Green_Amulet,Necromancer Green Amulet,plugin,Clothing,Clothing,Clothing,0.0,623,2.0,Amulet,35,ArmorMaterialDaedric; ArmorClothing; VendorItemArmor; ClothingNecklace,0x0006BBD4; 0x0006BBE8; 0x0008F959; 0x0010CD0A,ArmorMaterialDaedric,ClothingNecklace,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_Green.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F03,DX_Necromancer_Green_Boots,Necromancer Green Boots,plugin,Clothing,Clothing,Clothing,0.0,62,6.0,Feet,37,ArmorMaterialDaedric; ArmorClothing; ArmorBoots; VendorItemArmor,0x0006BBD4; 0x0006BBE8; 0x0006C0ED; 0x0008F959,ArmorMaterialDaedric,ArmorBoots,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_Green.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F04,DX_Necromancer_Green_Claws,Necromancer Green Claws,plugin,Clothing,Clothing,Clothing,0.0,40,4.0,Hands,33,ArmorMaterialDaedric; ArmorClothing; ArmorGauntlets; VendorItemArmor,0x0006BBD4; 0x0006BBE8; 0x0006C0EF; 0x0008F959,ArmorMaterialDaedric,ArmorGauntlets,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_Green.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F05,DX_Necromancer_Green_Mask,Necromancer Green Blindfold,plugin,Clothing,Clothing,Clothing,0.0,3,2.0,Circlet,42,ArmorMaterialDaedric; ArmorClothing; ArmorHelmet; VendorItemArmor,0x0006BBD4; 0x0006BBE8; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_Green.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F06,DX_Necromancer_Green_Panty,Necromancer Green Panty,plugin,Clothing,Clothing,Clothing,0.0,13,1.0,Custom Slot (48),48,ArmorMaterialDaedric; ArmorClothing; VendorItemArmor; MagicDisallowEnchanting,0x0006BBD4; 0x0006BBE8; 0x0008F959; 0x000C27BD,ArmorMaterialDaedric,,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_Green.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F07,DX_Necromancer_Green_Robes,Necromancer Green Robes,plugin,Clothing,Clothing,Clothing,0.0,348,10.0,Body,32,ArmorMaterialDaedric; ArmorClothing; ArmorCuirass; VendorItemArmor; MagicDisallowEnchanting,0x0006BBD4; 0x0006BBE8; 0x0006C0EC; 0x0008F959; 0x000C27BD,ArmorMaterialDaedric,ArmorCuirass,VendorItemArmor,0x05000EF0,,DX\Necromancer\DX_Necromancer_Skull_Green.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F08,DX_Necromancer_Green_Robes_Trans,Necromancer Green Robes Transparent,plugin,Clothing,Clothing,Clothing,0.0,348,10.0,Body,32,ArmorMaterialDaedric; ArmorClothing; ArmorCuirass; VendorItemArmor; MagicDisallowEnchanting,0x0006BBD4; 0x0006BBE8; 0x0006C0EC; 0x0008F959; 0x000C27BD,ArmorMaterialDaedric,ArmorCuirass,VendorItemArmor,0x05000EF0,,DX\Necromancer\DX_Necromancer_Skull_Green.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F09,DX_Necromancer_Green_Staff,Necromancer Green Staff,plugin,Clothing,Clothing,Clothing,0.0,316,8.0,Custom Slot (46),46,ArmorMaterialDaedric; ArmorClothing; VendorItemArmor; MagicDisallowEnchanting,0x0006BBD4; 0x0006BBE8; 0x0008F959; 0x000C27BD,ArmorMaterialDaedric,,VendorItemArmor,0x05000EF1,,DX\Necromancer\DX_Necromancer_Skull_Green.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F0A,DX_Necromancer_Red_Amulet,Necromancer Red Amulet,plugin,Clothing,Clothing,Clothing,0.0,223,2.0,Amulet,35,ArmorMaterialDaedric; ArmorClothing; VendorItemArmor; ClothingNecklace,0x0006BBD4; 0x0006BBE8; 0x0008F959; 0x0010CD0A,ArmorMaterialDaedric,ClothingNecklace,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_Red.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F0B,DX_Necromancer_Red_Boots,Necromancer Red Boots,plugin,Clothing,Clothing,Clothing,0.0,62,6.0,Feet,37,ArmorMaterialDaedric; ArmorClothing; ArmorBoots; VendorItemArmor,0x0006BBD4; 0x0006BBE8; 0x0006C0ED; 0x0008F959,ArmorMaterialDaedric,ArmorBoots,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_Red.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F0C,DX_Necromancer_Red_Claws,Necromancer Red Claws,plugin,Clothing,Clothing,Clothing,0.0,40,4.0,Hands,33,ArmorMaterialDaedric; ArmorClothing; ArmorGauntlets; VendorItemArmor,0x0006BBD4; 0x0006BBE8; 0x0006C0EF; 0x0008F959,ArmorMaterialDaedric,ArmorGauntlets,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_Red.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F0D,DX_Necromancer_Red_Mask,Necromancer Red Blindfold,plugin,Clothing,Clothing,Clothing,0.0,3,2.0,Circlet,42,ArmorMaterialDaedric; ArmorClothing; ArmorHelmet; VendorItemArmor,0x0006BBD4; 0x0006BBE8; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_Red.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F0E,DX_Necromancer_Red_Panty,Necromancer Red Panty,plugin,Clothing,Clothing,Clothing,0.0,13,1.0,Custom Slot (48),48,ArmorMaterialDaedric; ArmorClothing; VendorItemArmor; MagicDisallowEnchanting,0x0006BBD4; 0x0006BBE8; 0x0008F959; 0x000C27BD,ArmorMaterialDaedric,,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_Red.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F0F,DX_Necromancer_Red_Robes,Necromancer Red Robes,plugin,Clothing,Clothing,Clothing,0.0,348,10.0,Body,32,ArmorMaterialDaedric; ArmorClothing; ArmorCuirass; VendorItemArmor; MagicDisallowEnchanting,0x0006BBD4; 0x0006BBE8; 0x0006C0EC; 0x0008F959; 0x000C27BD,ArmorMaterialDaedric,ArmorCuirass,VendorItemArmor,0x05000EF0,,DX\Necromancer\DX_Necromancer_Skull_Red.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F10,DX_Necromancer_Red_Robes_Trans,Necromancer Red Robes Transparent,plugin,Clothing,Clothing,Clothing,0.0,348,10.0,Body,32,ArmorMaterialDaedric; ArmorClothing; ArmorCuirass; VendorItemArmor; MagicDisallowEnchanting,0x0006BBD4; 0x0006BBE8; 0x0006C0EC; 0x0008F959; 0x000C27BD,ArmorMaterialDaedric,ArmorCuirass,VendorItemArmor,0x05000EF0,,DX\Necromancer\DX_Necromancer_Skull_Red.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F11,DX_Necromancer_Red_Staff,Necromancer Red Staff,plugin,Clothing,Clothing,Clothing,0.0,316,8.0,Custom Slot (46),46,ArmorMaterialDaedric; ArmorClothing; VendorItemArmor; MagicDisallowEnchanting,0x0006BBD4; 0x0006BBE8; 0x0008F959; 0x000C27BD,ArmorMaterialDaedric,,VendorItemArmor,0x05000EF1,,DX\Necromancer\DX_Necromancer_Skull_Red.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F12,DX_Necromancer_White_Amulet,Necromancer White Amulet,plugin,Clothing,Clothing,Clothing,0.0,423,2.0,Amulet,35,ArmorMaterialDaedric; ArmorClothing; VendorItemArmor; ClothingNecklace,0x0006BBD4; 0x0006BBE8; 0x0008F959; 0x0010CD0A,ArmorMaterialDaedric,ClothingNecklace,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_White.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F13,DX_Necromancer_White_Boots,Necromancer White Boots,plugin,Clothing,Clothing,Clothing,0.0,62,6.0,Feet,37,ArmorMaterialDaedric; ArmorClothing; ArmorBoots; VendorItemArmor,0x0006BBD4; 0x0006BBE8; 0x0006C0ED; 0x0008F959,ArmorMaterialDaedric,ArmorBoots,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_White.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F14,DX_Necromancer_White_Claws,Necromancer White Claws,plugin,Clothing,Clothing,Clothing,0.0,40,4.0,Hands,33,ArmorMaterialDaedric; ArmorClothing; ArmorGauntlets; VendorItemArmor,0x0006BBD4; 0x0006BBE8; 0x0006C0EF; 0x0008F959,ArmorMaterialDaedric,ArmorGauntlets,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_White.nif,
DoD,D:\Wabbajack\modlists\DoD,Diaries of Dibella - Lord's Vision,DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP,1860,DX Armors All-in-one.esp,D:\Wabbajack\modlists\DoD\mods\DX Armors Collection All in One -3BA - CBBE (with Physics) - UNP\DX Armors All-in-one.esp,0x05000F15,DX_Necromancer_White_Mask,Necromancer White Blindfold,plugin,Clothing,Clothing,Clothing,0.0,3,2.0,Circlet,42,ArmorMaterialDaedric; ArmorClothing; ArmorHelmet; VendorItemArmor,0x0006BBD4; 0x0006BBE8; 0x0006C0EE; 0x0008F959,ArmorMaterialDaedric,ArmorHelmet,VendorItemArmor,,,DX\Necromancer\DX_Necromancer_Skull_White.nif,
